datapath_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nanosec,byte_count_per_nanosec,label
4,10.0.0.4,0,10.0.0.1,0,1,0,0,573,0,10,980,0,0,1.0092687950566426e-06,0
4,10.0.0.4,0,10.0.0.1,0,1,0,8,573,0,10,980,0,0,1.0828729281767956e-06,0
4,10.0.0.4,0,10.0.0.2,0,1,0,0,573,0,22,2156,0,0,2.288747346072187e-06,0
4,10.0.0.4,0,10.0.0.2,0,1,0,8,573,0,10,980,0,0,1.0949720670391061e-06,0
4,10.0.0.4,0,10.0.0.3,0,1,0,0,573,0,10,980,0,0,1.079295154185022e-06,0
4,10.0.0.4,0,10.0.0.3,0,1,0,8,573,0,10,980,0,0,1.111111111111111e-06,0
4,10.0.0.1,0,10.0.0.4,0,1,0,8,573,0,10,980,0,0,1.008230452674897e-06,0
4,10.0.0.1,0,10.0.0.4,0,1,0,0,573,0,10,980,0,0,1.0913140311804009e-06,0
4,10.0.0.2,0,10.0.0.4,0,1,0,8,573,0,22,2156,0,0,2.288747346072187e-06,0
4,10.0.0.2,0,10.0.0.4,0,1,0,0,573,0,10,980,0,0,1.1085972850678732e-06,0
4,10.0.0.3,0,10.0.0.4,0,1,0,8,573,0,10,980,0,0,1.0781078107810782e-06,0
4,10.0.0.3,0,10.0.0.4,0,1,0,0,573,0,10,980,0,0,1.1136363636363637e-06,0
2,10.0.0.2,0,10.0.0.1,0,1,0,0,573,0,19,1862,0,0,1.867602808425276e-06,0
2,10.0.0.2,0,10.0.0.1,0,1,0,8,573,0,10,980,0,0,1.0208333333333332e-06,0
2,10.0.0.3,0,10.0.0.1,0,1,0,0,573,0,102,9996,0,0,1.0137931034482758e-05,0
2,10.0.0.3,0,10.0.0.1,0,1,0,8,573,0,10,980,0,0,1.053763440860215e-06,0
2,10.0.0.3,5051,10.0.0.1,60478,6,0,8,505,0,0,0,0,0,0.0,0
2,10.0.0.3,5050,10.0.0.1,36572,6,0,8,493,0,0,0,0,0,0.0,0
2,10.0.0.3,5001,10.0.0.1,56474,6,0,8,431,0,0,0,0,0,0.0,0
2,10.0.0.4,5001,10.0.0.1,56474,1,0,0,573,0,10,980,0,0,1.0103092783505154e-06,0
2,10.0.0.4,5001,10.0.0.1,56474,1,0,8,573,0,10,980,0,0,1.0852713178294573e-06,0
2,10.0.0.1,5001,10.0.0.2,56474,1,0,8,573,0,20,1960,0,0,1.963927855711423e-06,0
2,10.0.0.1,5001,10.0.0.2,56474,1,0,0,573,0,10,980,0,0,1.026178010471204e-06,0
2,10.0.0.3,5001,10.0.0.2,56474,1,0,0,573,0,10,980,0,0,1.0337552742616033e-06,0
2,10.0.0.3,5001,10.0.0.2,56474,1,0,8,573,0,10,980,0,0,1.0663764961915126e-06,0
2,10.0.0.4,5001,10.0.0.2,56474,1,0,0,573,0,22,2156,0,0,2.293617021276596e-06,0
2,10.0.0.4,5001,10.0.0.2,56474,1,0,8,573,0,10,980,0,0,1.0961968680089485e-06,0
2,10.0.0.1,5001,10.0.0.3,56474,1,0,8,573,0,102,9996,0,0,1.008678102926337e-05,0
2,10.0.0.1,5001,10.0.0.3,56474,1,0,0,573,0,10,980,0,0,1.0617551462621885e-06,0
2,10.0.0.1,60478,10.0.0.3,5051,6,0,0,505,0,0,0,0,0,0.0,0
2,10.0.0.1,36572,10.0.0.3,5050,6,0,0,493,0,0,0,0,0,0.0,0
2,10.0.0.1,56474,10.0.0.3,5001,6,0,0,431,0,0,0,0,0,0.0,0
2,10.0.0.2,56474,10.0.0.3,5001,1,0,8,573,0,10,980,0,0,1.031578947368421e-06,0
2,10.0.0.2,56474,10.0.0.3,5001,1,0,0,573,0,10,980,0,0,1.0663764961915126e-06,0
2,10.0.0.1,56474,10.0.0.4,5001,1,0,8,573,0,10,980,0,0,1.0071942446043164e-06,0
2,10.0.0.1,56474,10.0.0.4,5001,1,0,0,573,0,10,980,0,0,1.0901001112347052e-06,0
2,10.0.0.2,56474,10.0.0.4,5001,1,0,8,573,0,22,2156,0,0,2.2838983050847456e-06,0
2,10.0.0.2,56474,10.0.0.4,5001,1,0,0,573,0,10,980,0,0,1.097424412094065e-06,0
3,10.0.0.3,0,10.0.0.1,0,1,0,0,573,0,102,9996,0,0,1.0107178968655207e-05,0
3,10.0.0.3,0,10.0.0.1,0,1,0,8,573,0,10,980,0,0,1.0526315789473683e-06,0
